state,year,ag_party,ag_selection,senate_control,house_control,legislature_control,governor_party_check,source,retrieved,parser
Montana,2017,Republican,Elected,Republican,Republican,Republican,Democratic,Political party strength in Montana,2026-08-20,a32db6e3bdca
Montana,2018,Republican,Elected,Republican,Republican,Republican,Democratic,Political party strength in Montana,2026-08-20,a32db6e3bdca
Montana,2019,Republican,Elected,Republican,Republican,Republican,Democratic,Political party strength in Montana,2026-08-20,a32db6e3bdca
Montana,2020,Republican,Elected,Republican,Republican,Republican,Democratic,Political party strength in Montana,2026-08-20,a32db6e3bdca
Montana,2021,Republican,Elected,Republican,Republican,Republican,Republican,Political party strength in Montana,2026-08-20,a32db6e3bdca
Montana,2022,Republican,Elected,Republican,Republican,Republican,Republican,Political party strength in Montana,2026-08-20,a32db6e3bdca
Montana,2023,Republican,Elected,Republican,Republican,Republican,Republican,Political party strength in Montana,2026-08-20,a32db6e3bdca
Nebraska,2014,Republican,Elected,Nonpartisan,Nonpartisan,Nonpartisan,Republican,Political party strength in Nebraska,2026-08-20,a32db6e3bdca
Nebraska,2015,Republican,Elected,Nonpartisan,Nonpartisan,Nonpartisan,Republican,Political party strength in Nebraska,2026-08-20,a32db6e3bdca
Nebraska,2016,Republican,Elected,Nonpartisan,Nonpartisan,Nonpartisan,Republican,Political party strength in Nebraska,2026-08-20,a32db6e3bdca
Nebraska,2017,Republican,Elected,Nonpartisan,Nonpartisan,Nonpartisan,Republican,Political party strength in Nebraska,2026-08-20,a32db6e3bdca
Nebraska,2018,Republican,Elected,Nonpartisan,Nonpartisan,Nonpartisan,Republican,Political party strength in Nebraska,2026-08-20,a32db6e3bdca
Nebraska,2019,Republican,Elected,Nonpartisan,Nonpartisan,Nonpartisan,Republican,Political party strength in Nebraska,2026-08-20,a32db6e3bdca
Nebraska,2020,Republican,Elected,Nonpartisan,Nonpartisan,Nonpartisan,Republican,Political party strength in Nebraska,2026-08-20,a32db6e3bdca
Nebraska,2021,Republican,Elected,Nonpartisan,Nonpartisan,Nonpartisan,Republican,Political party strength in Nebraska,2026-08-20,a32db6e3bdca
Nebraska,2022,Republican,Elected,Nonpartisan,Nonpartisan,Nonpartisan,Republican,Political party strength in Nebraska,2026-08-20,a32db6e3bdca
Nebraska,2023,Republican,Elected,Nonpartisan,Nonpartisan,Nonpartisan,Republican,Political party strength in Nebraska,2026-08-20,a32db6e3bdca
Nevada,2014,Democratic,Elected,Democratic,Democratic,Democratic,Republican,Political party strength in Nevada,2026-08-20,a32db6e3bdca
Nevada,2015,Republican,Elected,Republican,Republican,Republican,Republican,Political party strength in Nevada,2026-08-20,a32db6e3bdca
Nevada,2016,Republican,Elected,Republican,Republican,Republican,Republican,Political party strength in Nevada,2026-08-20,a32db6e3bdca
Nevada,2017,Republican,Elected,Democratic,Democratic,Democratic,Republican,Political party strength in Nevada,2026-08-20,a32db6e3bdca
Nevada,2018,Republican,Elected,Democratic,Democratic,Democratic,Republican,Political party strength in Nevada,2026-08-20,a32db6e3bdca
Nevada,2019,Democratic,Elected,Democratic,Democratic,Democratic,Democratic,Political party strength in Nevada,2026-08-20,a32db6e3bdca
Nevada,2020,Democratic,Elected,Democratic,Democratic,Democratic,Democratic,Political party strength in Nevada,2026-08-20,a32db6e3bdca
Nevada,2021,Democratic,Elected,Democratic,Democratic,Democratic,Democratic,Political party strength in Nevada,2026-08-20,a32db6e3bdca
Nevada,2022,Democratic,Elected,Democratic,Democratic,Democratic,Democratic,Political party strength in Nevada,2026-08-20,a32db6e3bdca
Nevada,2023,Democratic,Elected,Democratic,Democratic,Democratic,Republican,Political party strength in Nevada,2026-08-20,a32db6e3bdca
New Mexico,2014,Democratic,Elected,Democratic,Democratic,Democratic,Republican,Political party strength in New Mexico,2026-08-20,a32db6e3bdca
New Mexico,2015,Democratic,Elected,Democratic,Republican,Split,Republican,Political party strength in New Mexico,2026-08-20,a32db6e3bdca
New Mexico,2016,Democratic,Elected,Democratic,Republican,Split,Republican,Political party strength in New Mexico,2026-08-20,a32db6e3bdca
New Mexico,2017,Democratic,Elected,Democratic,Democratic,Democratic,Republican,Political party strength in New Mexico,2026-08-20,a32db6e3bdca
New Mexico,2018,Democratic,Elected,Democratic,Democratic,Democratic,Republican,Political party strength in New Mexico,2026-08-20,a32db6e3bdca
New Mexico,2019,Democratic,Elected,Democratic,Democratic,Democratic,Democratic,Political party strength in New Mexico,2026-08-20,a32db6e3bdca
New Mexico,2020,Democratic,Elected,Democratic,Democratic,Democratic,Democratic,Political party strength in New Mexico,2026-08-20,a32db6e3bdca
New Mexico,2021,Democratic,Elected,Democratic,Democratic,Democratic,Democratic,Political party strength in New Mexico,2026-08-20,a32db6e3bdca
New Mexico,2022,Democratic,Elected,Democratic,Democratic,Democratic,Democratic,Political party strength in New Mexico,2026-08-20,a32db6e3bdca
New Mexico,2023,Democratic,Elected,Democratic,Democratic,Democratic,Democratic,Political party strength in New Mexico,2026-08-20,a32db6e3bdca
New York,2014,Democratic,Elected,Republican,Democratic,Split,Democratic,Political party strength in New York (state),2026-08-20,a32db6e3bdca
New York,2015,Democratic,Elected,Republican,Democratic,Split,Democratic,Political party strength in New York (state),2026-08-20,a32db6e3bdca
New York,2016,Democratic,Elected,Republican,Democratic,Split,Democratic,Political party strength in New York (state),2026-08-20,a32db6e3bdca
New York,2017,Democratic,Elected,Republican,Democratic,Split,Democratic,Political party strength in New York (state),2026-08-20,a32db6e3bdca
New York,2018,Democratic,Elected,Republican,Democratic,Split,Democratic,Political party strength in New York (state),2026-08-20,a32db6e3bdca
New York,2019,Democratic,Elected,Democratic,Democratic,Democratic,Democratic,Political party strength in New York (state),2026-08-20,a32db6e3bdca
New York,2020,Democratic,Elected,Democratic,Democratic,Democratic,Democratic,Political party strength in New York (state),2026-08-20,a32db6e3bdca
New York,2021,Democratic,Elected,Democratic,Democratic,Democratic,Democratic,Political party strength in New York (state),2026-08-20,a32db6e3bdca
New York,2022,Democratic,Elected,Democratic,Democratic,Democratic,Democratic,Political party strength in New York (state),2026-08-20,a32db6e3bdca
New York,2023,Democratic,Elected,Democratic,Democratic,Democratic,Democratic,Political party strength in New York (state),2026-08-20,a32db6e3bdca
North Carolina,2014,Democratic,Elected,Republican,Republican,Republican,,Political party strength in North Carolina,2026-08-20,a32db6e3bdca
North Carolina,2015,Democratic,Elected,Republican,Republican,Republican,,Political party strength in North Carolina,2026-08-20,a32db6e3bdca
North Carolina,2016,Democratic,Elected,Republican,Republican,Republican,,Political party strength in North Carolina,2026-08-20,a32db6e3bdca
North Carolina,2017,Democratic,Elected,Republican,Republican,Republican,,Political party strength in North Carolina,2026-08-20,a32db6e3bdca
North Carolina,2018,Democratic,Elected,Republican,Republican,Republican,,Political party strength in North Carolina,2026-08-20,a32db6e3bdca
North Carolina,2019,Democratic,Elected,Republican,Republican,Republican,,Political party strength in North Carolina,2026-08-20,a32db6e3bdca
North Carolina,2020,Democratic,Elected,Republican,Republican,Republican,,Political party strength in North Carolina,2026-08-20,a32db6e3bdca
North Carolina,2021,Democratic,Elected,Republican,Republican,Republican,,Political party strength in North Carolina,2026-08-20,a32db6e3bdca
North Carolina,2022,Democratic,Elected,Republican,Republican,Republican,,Political party strength in North Carolina,2026-08-20,a32db6e3bdca
North Carolina,2023,Democratic,Elected,Republican,Republican,Republican,,Political party strength in North Carolina,2026-08-20,a32db6e3bdca
North Dakota,2014,Republican,Elected,Republican,Republican,Republican,Republican,Political party strength in North Dakota,2026-08-20,a32db6e3bdca
North Dakota,2015,Republican,Elected,Republican,Republican,Republican,Republican,Political party strength in North Dakota,2026-08-20,a32db6e3bdca
North Dakota,2016,Republican,Elected,Republican,Republican,Republican,Republican,Political party strength in North Dakota,2026-08-20,a32db6e3bdca
North Dakota,2017,Republican,Elected,Republican,Republican,Republican,Republican,Political party strength in North Dakota,2026-08-20,a32db6e3bdca
North Dakota,2018,Republican,Elected,Republican,Republican,Republican,Republican,Political party strength in North Dakota,2026-08-20,a32db6e3bdca
North Dakota,2019,Republican,Elected,Republican,Republican,Republican,Republican,Political party strength in North Dakota,2026-08-20,a32db6e3bdca
North Dakota,2020,Republican,Elected,Republican,Republican,Republican,Republican,Political party strength in North Dakota,2026-08-20,a32db6e3bdca
North Dakota,2021,Republican,Elected,Republican,Republican,Republican,Republican,Political party strength in North Dakota,2026-08-20,a32db6e3bdca
North Dakota,2022,Republican,Elected,Republican,Republican,Republican,Republican,Political party strength in North Dakota,2026-08-20,a32db6e3bdca
North Dakota,2023,Republican,Elected,Republican,Republican,Republican,Republican,Political party strength in North Dakota,2026-08-20,a32db6e3bdca
Ohio,2014,Republican,Elected,Republican,Republican,Republican,Republican,Political party strength in Ohio,2026-08-20,a32db6e3bdca
Ohio,2015,Republican,Elected,Republican,Republican,Republican,Republican,Political party strength in Ohio,2026-08-20,a32db6e3bdca
Ohio,2016,Republican,Elected,Republican,Republican,Republican,Republican,Political party strength in Ohio,2026-08-20,a32db6e3bdca
Ohio,2017,Republican,Elected,Republican,Republican,Republican,Republican,Political party strength in Ohio,2026-08-20,a32db6e3bdca
Ohio,2018,Republican,Elected,Republican,Republican,Republican,Republican,Political party strength in Ohio,2026-08-20,a32db6e3bdca
Ohio,2019,Republican,Elected,Republican,Republican,Republican,Republican,Political party strength in Ohio,2026-08-20,a32db6e3bdca
Ohio,2020,Republican,Elected,Republican,Republican,Republican,Republican,Political party strength in Ohio,2026-08-20,a32db6e3bdca
Ohio,2021,Republican,Elected,Republican,Republican,Republican,Republican,Political party strength in Ohio,2026-08-20,a32db6e3bdca
Ohio,2022,Republican,Elected,Republican,Republican,Republican,Republican,Political party strength in Ohio,2026-08-20,a32db6e3bdca
Ohio,2023,Republican,Elected,Republican,Republican,Republican,Republican,Political party strength in Ohio,2026-08-20,a32db6e3bdca
Oklahoma,2014,Republican,Elected,Republican,Republican,Republican,Republican,Political party strength in Oklahoma,2026-08-20,a32db6e3bdca
Oklahoma,2015,Republican,Elected,Republican,Republican,Republican,Republican,Political party strength in Oklahoma,2026-08-20,a32db6e3bdca
Oklahoma,2016,Republican,Elected,Republican,Republican,Republican,Republican,Political party strength in Oklahoma,2026-08-20,a32db6e3bdca
Oklahoma,2017,Republican,Elected,Republican,Republican,Republican,Republican,Political party strength in Oklahoma,2026-08-20,a32db6e3bdca
Oklahoma,2018,Republican,Elected,Republican,Republican,Republican,Republican,Political party strength in Oklahoma,2026-08-20,a32db6e3bdca
Oklahoma,2019,Republican,Elected,Republican,Republican,Republican,Republican,Political party strength in Oklahoma,2026-08-20,a32db6e3bdca
Oklahoma,2020,Republican,Elected,Republican,Republican,Republican,Republican,Political party strength in Oklahoma,2026-08-20,a32db6e3bdca
Oklahoma,2021,Republican,Elected,Republican,Republican,Republican,Republican,Political party strength in Oklahoma,2026-08-20,a32db6e3bdca
Oklahoma,2022,Republican,Elected,Republican,Republican,Republican,Republican,Political party strength in Oklahoma,2026-08-20,a32db6e3bdca
Oklahoma,2023,Republican,Elected,Republican,Republican,Republican,Republican,Political party strength in Oklahoma,2026-08-20,a32db6e3bdca
Oregon,2014,Democratic,Elected,Democratic,Democratic,Democratic,Democratic,Political party strength in Oregon,2026-08-20,a32db6e3bdca
Oregon,2015,Democratic,Elected,Democratic,Democratic,Democratic,Democratic,Political party strength in Oregon,2026-08-20,a32db6e3bdca
Oregon,2016,Democratic,Elected,Democratic,Democratic,Democratic,Democratic,Political party strength in Oregon,2026-08-20,a32db6e3bdca
Oregon,2017,Democratic,Elected,Democratic,Democratic,Democratic,Democratic,Political party strength in Oregon,2026-08-20,a32db6e3bdca
Oregon,2018,Democratic,Elected,Democratic,Democratic,Democratic,Democratic,Political party strength in Oregon,2026-08-20,a32db6e3bdca
Oregon,2019,Democratic,Elected,Democratic,Democratic,Democratic,Democratic,Political party strength in Oregon,2026-08-20,a32db6e3bdca
Oregon,2020,Democratic,Elected,Democratic,Democratic,Democratic,Democratic,Political party strength in Oregon,2026-08-20,a32db6e3bdca
Oregon,2021,Democratic,Elected,Democratic,Democratic,Democratic,Democratic,Political party strength in Oregon,2026-08-20,a32db6e3bdca
Oregon,2022,Democratic,Elected,Democratic,Democratic,Democratic,Democratic,Political party strength in Oregon,2026-08-20,a32db6e3bdca
Oregon,2023,Democratic,Elected,Democratic,Democratic,Democratic,Democratic,Political party strength in Oregon,2026-08-20,a32db6e3bdca
Pennsylvania,2014,Democratic,Elected,Republican,Republican,Republican,Republican,Political party strength in Pennsylvania,2026-08-20,a32db6e3bdca
Pennsylvania,2015,Democratic,Elected,Republican,Republican,Republican,Democratic,Political party strength in Pennsylvania,2026-08-20,a32db6e3bdca
Pennsylvania,2016,Democratic,Elected,Republican,Republican,Republican,Democratic,Political party strength in Pennsylvania,2026-08-20,a32db6e3bdca
Pennsylvania,2017,Democratic,Elected,Republican,Republican,Republican,Democratic,Political party strength in Pennsylvania,2026-08-20,a32db6e3bdca
Pennsylvania,2018,Democratic,Elected,Republican,Republican,Republican,Democratic,Political party strength in Pennsylvania,2026-08-20,a32db6e3bdca
Pennsylvania,2019,Democratic,Elected,Republican,Republican,Republican,Democratic,Political party strength in Pennsylvania,2026-08-20,a32db6e3bdca
Pennsylvania,2020,Democratic,Elected,Republican,Republican,Republican,Democratic,Political party strength in Pennsylvania,2026-08-20,a32db6e3bdca
Pennsylvania,2021,Democratic,Elected,Republican,Republican,Republican,Democratic,Political party strength in Pennsylvania,2026-08-20,a32db6e3bdca
Pennsylvania,2022,Democratic,Elected,Republican,Republican,Republican,Democratic,Political party strength in Pennsylvania,2026-08-20,a32db6e3bdca
Pennsylvania,2023,Democratic,Elected,Republican,Democratic,Split,Democratic,Political party strength in Pennsylvania,2026-08-20,a32db6e3bdca
Rhode Island,2014,Democratic,Elected,Democratic,Democratic,Democratic,Democratic,Political party strength in Rhode Island,2026-08-20,a32db6e3bdca
Rhode Island,2015,Democratic,Elected,Democratic,Democratic,Democratic,Democratic,Political party strength in Rhode Island,2026-08-20,a32db6e3bdca
Rhode Island,2016,Democratic,Elected,Democratic,Democratic,Democratic,Democratic,Political party strength in Rhode Island,2026-08-20,a32db6e3bdca
Rhode Island,2017,Democratic,Elected,Democratic,Democratic,Democratic,Democratic,Political party strength in Rhode Island,2026-08-20,a32db6e3bdca
Rhode Island,2018,Democratic,Elected,Democratic,Democratic,Democratic,Democratic,Political party strength in Rhode Island,2026-08-20,a32db6e3bdca
Rhode Island,2019,Democratic,Elected,Democratic,Democratic,Democratic,Democratic,Political party strength in Rhode Island,2026-08-20,a32db6e3bdca
Rhode Island,2020,Democratic,Elected,Democratic,Democratic,Democratic,Democratic,Political party strength in Rhode Island,2026-08-20,a32db6e3bdca
Rhode Island,2021,Democratic,Elected,Democratic,Democratic,Democratic,Democratic,Political party strength in Rhode Island,2026-08-20,a32db6e3bdca
Rhode Island,2022,Democratic,Elected,Democratic,Democratic,Democratic,Democratic,Political party strength in Rhode Island,2026-08-20,a32db6e3bdca
Rhode Island,2023,Democratic,Elected,Democratic,Democratic,Democratic,Democratic,Political party strength in Rhode Island,2026-08-20,a32db6e3bdca
South Carolina,2014,Republican,Elected,Republican,Republican,Republican,Republican,Political party strength in South Carolina,2026-08-20,a32db6e3bdca
South Carolina,2015,Republican,Elected,Republican,Republican,Republican,Republican,Political party strength in South Carolina,2026-08-20,a32db6e3bdca
South Carolina,2016,Republican,Elected,Republican,Republican,Republican,Republican,Political party strength in South Carolina,2026-08-20,a32db6e3bdca
South Carolina,2017,Republican,Elected,Republican,Republican,Republican,Republican,Political party strength in South Carolina,2026-08-20,a32db6e3bdca
South Carolina,2018,Republican,Elected,Republican,Republican,Republican,Republican,Political party strength in South Carolina,2026-08-20,a32db6e3bdca
South Carolina,2019,Republican,Elected,Republican,Republican,Republican,Republican,Political party strength in South Carolina,2026-08-20,a32db6e3bdca
South Carolina,2020,Republican,Elected,Republican,Republican,Republican,Republican,Political party strength in South Carolina,2026-08-20,a32db6e3bdca
South Carolina,2021,Republican,Elected,Republican,Republican,Republican,Republican,Political party strength in South Carolina,2026-08-20,a32db6e3bdca
South Carolina,2022,Republican,Elected,Republican,Republican,Republican,Republican,Political party strength in South Carolina,2026-08-20,a32db6e3bdca
South Carolina,2023,Republican,Elected,Republican,Republican,Republican,Republican,Political party strength in South Carolina,2026-08-20,a32db6e3bdca
South Dakota,2014,Republican,Elected,Republican,Republican,Republican,Republican,Political party strength in South Dakota,2026-08-20,a32db6e3bdca
South Dakota,2015,Republican,Elected,Republican,Republican,Republican,Republican,Political party strength in South Dakota,2026-08-20,a32db6e3bdca
South Dakota,2016,Republican,Elected,Republican,Republican,Republican,Republican,Political party strength in South Dakota,2026-08-20,a32db6e3bdca
South Dakota,2017,Republican,Elected,Republican,Republican,Republican,Republican,Political party strength in South Dakota,2026-08-20,a32db6e3bdca
South Dakota,2018,Republican,Elected,Republican,Republican,Republican,Republican,Political party strength in South Dakota,2026-08-20,a32db6e3bdca
South Dakota,2019,Republican,Elected,Republican,Republican,Republican,Republican,Political party strength in South Dakota,2026-08-20,a32db6e3bdca
South Dakota,2020,Republican,Elected,Republican,Republican,Republican,Republican,Political party strength in South Dakota,2026-08-20,a32db6e3bdca
South Dakota,2021,Republican,Elected,Republican,Republican,Republican,Republican,Political party strength in South Dakota,2026-08-20,a32db6e3bdca
South Dakota,2022,Republican,Elected,Republican,Republican,Republican,Republican,Political party strength in South Dakota,2026-08-20,a32db6e3bdca
South Dakota,2023,Republican,Elected,Republican,Republican,Republican,Republican,Political party strength in South Dakota,2026-08-20,a32db6e3bdca
Texas,2014,Republican,Elected,Republican,Republican,Republican,Republican,Political party strength in Texas,2026-08-20,a32db6e3bdca
Texas,2015,Republican,Elected,Republican,Republican,Republican,Republican,Political party strength in Texas,2026-08-20,a32db6e3bdca
Texas,2016,Republican,Elected,Republican,Republican,Republican,Republican,Political party strength in Texas,2026-08-20,a32db6e3bdca
Texas,2017,Republican,Elected,Republican,Republican,Republican,Republican,Political party strength in Texas,2026-08-20,a32db6e3bdca
Texas,2018,Republican,Elected,Republican,Republican,Republican,Republican,Political party strength in Texas,2026-08-20,a32db6e3bdca
Texas,2019,Republican,Elected,Republican,Republican,Republican,Republican,Political party strength in Texas,2026-08-20,a32db6e3bdca
Texas,2020,Republican,Elected,Republican,Republican,Republican,Republican,Political party strength in Texas,2026-08-20,a32db6e3bdca
Texas,2021,Republican,Elected,Republican,Republican,Republican,Republican,Political party strength in Texas,2026-08-20,a32db6e3bdca
Texas,2022,Republican,Elected,Republican,Republican,Republican,Republican,Political party strength in Texas,2026-08-20,a32db6e3bdca
Texas,2023,Republican,Elected,Republican,Republican,Republican,Republican,Political party strength in Texas,2026-08-20,a32db6e3bdca
Utah,2014,Republican,Elected,Republican,Republican,Republican,Republican,Political party strength in Utah,2026-08-20,a32db6e3bdca
Utah,2015,Republican,Elected,Republican,Republican,Republican,Republican,Political party strength in Utah,2026-08-20,a32db6e3bdca
Utah,2016,Republican,Elected,Republican,Republican,Republican,Republican,Political party strength in Utah,2026-08-20,a32db6e3bdca
Utah,2017,Republican,Elected,Republican,Republican,Republican,Republican,Political party strength in Utah,2026-08-20,a32db6e3bdca
Utah,2018,Republican,Elected,Republican,Republican,Republican,Republican,Political party strength in Utah,2026-08-20,a32db6e3bdca
Utah,2019,Republican,Elected,Republican,Republican,Republican,Republican,Political party strength in Utah,2026-08-20,a32db6e3bdca
Utah,2020,Republican,Elected,Republican,Republican,Republican,Republican,Political party strength in Utah,2026-08-20,a32db6e3bdca
Utah,2021,Republican,Elected,Republican,Republican,Republican,Republican,Political party strength in Utah,2026-08-20,a32db6e3bdca
Utah,2022,Republican,Elected,Republican,Republican,Republican,Republican,Political party strength in Utah,2026-08-20,a32db6e3bdca
Utah,2023,Republican,Elected,Republican,Republican,Republican,Republican,Political party strength in Utah,2026-08-20,a32db6e3bdca
Vermont,2014,Democratic,Elected,Democratic,Democratic,Democratic,Democratic,Political party strength in Vermont,2026-08-20,a32db6e3bdca
Vermont,2015,Democratic,Elected,Democratic,Democratic,Democratic,Democratic,Political party strength in Vermont,2026-08-20,a32db6e3bdca
Vermont,2016,Democratic,Elected,Democratic,Democratic,Democratic,Democratic,Political party strength in Vermont,2026-08-20,a32db6e3bdca
Vermont,2017,Democratic,Elected,Democratic,Democratic,Democratic,Republican,Political party strength in Vermont,2026-08-20,a32db6e3bdca
Vermont,2018,Democratic,Elected,Democratic,Democratic,Democratic,Republican,Political party strength in Vermont,2026-08-20,a32db6e3bdca
Vermont,2019,Democratic,Elected,Democratic,Democratic,Democratic,Republican,Political party strength in Vermont,2026-08-20,a32db6e3bdca
Vermont,2020,Democratic,Elected,Democratic,Democratic,Democratic,Republican,Political party strength in Vermont,2026-08-20,a32db6e3bdca
Vermont,2021,Democratic,Elected,Democratic,Democratic,Democratic,Republican,Political party strength in Vermont,2026-08-20,a32db6e3bdca
Vermont,2022,Democratic,Elected,Democratic,Democratic,Democratic,Republican,Political party strength in Vermont,2026-08-20,a32db6e3bdca
Vermont,2023,Democratic,Elected,Democratic,Democratic,Democratic,Republican,Political party strength in Vermont,2026-08-20,a32db6e3bdca
Virginia,2014,Democratic,Elected,Split,Republican,Split,Democratic,Political party strength in Virginia,2026-08-20,a32db6e3bdca
Virginia,2015,Democratic,Elected,Republican,Republican,Republican,Democratic,Political party strength in Virginia,2026-08-20,a32db6e3bdca
Virginia,2016,Democratic,Elected,Republican,Republican,Republican,Democratic,Political party strength in Virginia,2026-08-20,a32db6e3bdca
Virginia,2017,Democratic,Elected,Republican,Republican,Republican,Democratic,Political party strength in Virginia,2026-08-20,a32db6e3bdca
Virginia,2018,Democratic,Elected,Republican,Republican,Republican,Democratic,Political party strength in Virginia,2026-08-20,a32db6e3bdca
Virginia,2019,Democratic,Elected,Republican,Republican,Republican,Democratic,Political party strength in Virginia,2026-08-20,a32db6e3bdca
Virginia,2020,Democratic,Elected,Democratic,Democratic,Democratic,Democratic,Political party strength in Virginia,2026-08-20,a32db6e3bdca
Virginia,2021,Democratic,Elected,Democratic,Democratic,Democratic,Democratic,Political party strength in Virginia,2026-08-20,a32db6e3bdca
Virginia,2022,Republican,Elected,Democratic,Republican,Split,Republican,Political party strength in Virginia,2026-08-20,a32db6e3bdca
Virginia,2023,Republican,Elected,Democratic,Republican,Split,Republican,Political party strength in Virginia,2026-08-20,a32db6e3bdca
Washington,2014,Democratic,Elected,Democratic,Democratic,Democratic,Democratic,Political party strength in Washington (state),2026-08-20,a32db6e3bdca
Washington,2015,Democratic,Elected,Republican,Democratic,Split,Democratic,Political party strength in Washington (state),2026-08-20,a32db6e3bdca
Washington,2016,Democratic,Elected,Republican,Democratic,Split,Democratic,Political party strength in Washington (state),2026-08-20,a32db6e3bdca
Washington,2017,Democratic,Elected,Democratic,Democratic,Democratic,Democratic,Political party strength in Washington (state),2026-08-20,a32db6e3bdca
Washington,2018,Democratic,Elected,Democratic,Democratic,Democratic,Democratic,Political party strength in Washington (state),2026-08-20,a32db6e3bdca
Washington,2019,Democratic,Elected,Democratic,Democratic,Democratic,Democratic,Political party strength in Washington (state),2026-08-20,a32db6e3bdca
Washington,2020,Democratic,Elected,Democratic,Democratic,Democratic,Democratic,Political party strength in Washington (state),2026-08-20,a32db6e3bdca
Washington,2021,Democratic,Elected,Democratic,Democratic,Democratic,Democratic,Political party strength in Washington (state),2026-08-20,a32db6e3bdca
Washington,2022,Democratic,Elected,Democratic,Democratic,Democratic,Democratic,Political party strength in Washington (state),2026-08-20,a32db6e3bdca
Washington,2023,Democratic,Elected,Democratic,Democratic,Democratic,Democratic,Political party strength in Washington (state),2026-08-20,a32db6e3bdca
West Virginia,2014,Republican,Elected,Democratic,Democratic,Democratic,Democratic,Political party strength in West Virginia,2026-08-20,a32db6e3bdca
West Virginia,2015,Republican,Elected,Republican,Republican,Republican,Democratic,Political party strength in West Virginia,2026-08-20,a32db6e3bdca
West Virginia,2016,Republican,Elected,Republican,Republican,Republican,Democratic,Political party strength in West Virginia,2026-08-20,a32db6e3bdca
West Virginia,2017,Republican,Elected,Republican,Republican,Republican,Democratic,Political party strength in West Virginia,2026-08-20,a32db6e3bdca
West Virginia,2018,Republican,Elected,Republican,Republican,Republican,Republican,Political party strength in West Virginia,2026-08-20,a32db6e3bdca
West Virginia,2019,Republican,Elected,Republican,Republican,Republican,Republican,Political party strength in West Virginia,2026-08-20,a32db6e3bdca
West Virginia,2020,Republican,Elected,Republican,Republican,Republican,Republican,Political party strength in West Virginia,2026-08-20,a32db6e3bdca
West Virginia,2021,Republican,Elected,Republican,Republican,Republican,Republican,Political party strength in West Virginia,2026-08-20,a32db6e3bdca
West Virginia,2022,Republican,Elected,Republican,Republican,Republican,Republican,Political party strength in West Virginia,2026-08-20,a32db6e3bdca
West Virginia,2023,Republican,Elected,Republican,Republican,Republican,Republican,Political party strength in West Virginia,2026-08-20,a32db6e3bdca
Wisconsin,2014,Republican,Elected,Republican,Republican,Republican,Republican,Political party strength in Wisconsin,2026-08-20,a32db6e3bdca
Wisconsin,2015,Republican,Elected,Republican,Republican,Republican,Republican,Political party strength in Wisconsin,2026-08-20,a32db6e3bdca
Wisconsin,2016,Republican,Elected,Republican,Republican,Republican,Republican,Political party strength in Wisconsin,2026-08-20,a32db6e3bdca
Wisconsin,2017,Republican,Elected,Republican,Republican,Republican,Republican,Political party strength in Wisconsin,2026-08-20,a32db6e3bdca
Wisconsin,2018,Republican,Elected,Republican,Republican,Republican,Republican,Political party strength in Wisconsin,2026-08-20,a32db6e3bdca
Wisconsin,2019,Democratic,Elected,Republican,Republican,Republican,Democratic,Political party strength in Wisconsin,2026-08-20,a32db6e3bdca
Wisconsin,2020,Democratic,Elected,Republican,Republican,Republican,Democratic,Political party strength in Wisconsin,2026-08-20,a32db6e3bdca
Wisconsin,2021,Democratic,Elected,Republican,Republican,Republican,Democratic,Political party strength in Wisconsin,2026-08-20,a32db6e3bdca
Wisconsin,2022,Democratic,Elected,Republican,Republican,Republican,Democratic,Political party strength in Wisconsin,2026-08-20,a32db6e3bdca
Wisconsin,2023,Democratic,Elected,Republican,Republican,Republican,Democratic,Political party strength in Wisconsin,2026-08-20,a32db6e3bdca
